FID,Shape,AREA,NEW,FULL,Area,District,2018ppl,2018income,2018power,2018datanum,2019ppl,2019income,2019power,2019datanum,2020ppl,2020income,2020power,2020datanum
73,Polygon,2930175.495,6301000012,臺北市內湖區大湖里,內湖區,大湖里,5728,3203908,2388012,"2,308",5706,2733080,2235833,"2,307",11743,2695040,2425212,"2,304"
144,Polygon,311398.3181,6301000022,臺北市內湖區五分里,內湖區,五分里,11851,3551966,3138494,"3,057",11834,2802078,3051180,"3,055",6259,2797593,3389145,"3,051"
105,Polygon,157222.2853,6301000009,臺北市內湖區內湖里,內湖區,內湖里,6204,2932678,12929,10,6247,2647253,25443,13,283393,2801884,27535,15
67,Polygon,4312629.137,6301000025,臺北市內湖區內溝里,內湖區,內溝里,4937,1673959,1529352,"1,615",4871,1345104,1428240,"1,615",4837,1338712,1568021,"1,616"
154,Polygon,1093810.558,6301000028,臺北市內湖區石潭里,內湖區,石潭里,4173,2424943,820772,683,4181,2072778,807080,687,4062,2091079,906894,691
91,Polygon,1146570.034,6301000033,臺北市內湖區安泰里,內湖區,安泰里,5778,1771228,1547159,"1,814",5720,1267680,1483828,"1,816",5623,1300580,1603497,"1,819"
132,Polygon,156908.1382,6301000031,臺北市內湖區安湖里,內湖區,安湖里,8301,3150332,2362533,"2,187",8301,2607184,2283446,"2,189",8184,2584290,2541528,"2,186"
195,Polygon,358238.0527,6301000027,臺北市內湖區行善里,內湖區,行善里,7044,2357576,9318,1,7178,2031927,7254,2,7243,2078427,6567,3
79,Polygon,1225901.579,6301000003,臺北市內湖區西安里,內湖區,西安里,6807,2790972,2882,1,6733,2283331,6324,3,6628,2403534,5377,3
80,Polygon,1132396.771,6301000002,臺北市內湖區西康里,內湖區,西康里,9716,5066966,34409,17,9664,4327210,41697,20,9577,4328331,40504,23
101,Polygon,459293.7803,6301000001,臺北市內湖區西湖里,內湖區,西湖里,7445,2759499,20504,9,7342,2179328,16816,10,7146,2107689,16202,11
99,Polygon,519959.8241,6301000032,臺北市內湖區秀湖里,內湖區,秀湖里,6457,3846729,2780123,"2,327",6397,3578669,2607879,"2,329",6261,3317539,2869281,"2,328"
138,Polygon,93169.0889,6301000036,臺北市內湖區明湖里,內湖區,明湖里,6029,2067653,1542048,"1,483",6002,1752678,1439115,"1,481",5936,1745689,1611130,"1,480"
133,Polygon,154578.434,6301000023,臺北市內湖區東湖里,內湖區,東湖里,8099,2536648,2408394,"2,365",7860,1889790,2333120,"2,365",7799,2027862,2543136,"2,408"
116,Polygon,872959.5535,6301000034,臺北市內湖區金湖里,內湖區,金湖里,10605,8315905,5284392,"3,735",10548,8168564,4886945,"3,732",10412,7789300,5378645,"3,727"
70,Polygon,2379478.811,6301000014,臺北市內湖區金瑞里,內湖區,金瑞里,7014,2439534,1095098,"1,199",6997,2025541,1038553,"1,194",7029,2079786,1207355,"1,210"
100,Polygon,162636.3863,6301000013,臺北市內湖區金龍里,內湖區,金龍里,5595,1814336,1669469,"1,794",5490,1457052,1573019,"1,805",5423,1527982,1739560,"1,800"
142,Polygon,417890.4896,6301000040,臺北市內湖區南湖里,內湖區,南湖里,6117,3473510,2006762,"1,840",6149,3015997,2001902,"1,840",6142,3172758,2259916,"1,839"
124,Polygon,251525.3731,6301000035,臺北市內湖區康寧里,內湖區,康寧里,9592,3954379,2802621,"2,549",9599,3344056,2624439,"2,550",9525,3419537,2972683,"2,554"
108,Polygon,360527.0026,6301000017,臺北市內湖區清白里,內湖區,清白里,8862,5955374,4065658,"3,722",8892,5331291,3966744,"3,723",8807,5094999,4492476,"3,721"
111,Polygon,126617.956,6301000006,臺北市內湖區港都里,內湖區,港都里,5984,2496267,12248,7,5961,2170392,17598,10,5908,2111668,14994,10
93,Polygon,364968.1345,6301000007,臺北市內湖區港富里,內湖區,港富里,10062,3989327,14935,8,9963,3368572,26946,10,9813,3553831,30639,13
86,Polygon,696454.7218,6301000008,臺北市內湖區港華里,內湖區,港華里,9762,4357637,11185,8,9864,3710180,20044,13,9866,3831401,24237,16
115,Polygon,669795.3191,6301000005,臺北市內湖區港墘里,內湖區,港墘里,6414,2786914,18948,5,6346,2333507,43353,9,6300,2243920,31961,10
136,Polygon,2312865.945,6301000030,臺北市內湖區湖元里,內湖區,湖元里,5707,2625242,43952,11,5653,2145522,44048,12,5487,2026786,127238,29
131,Polygon,545276.1778,6301000029,臺北市內湖區湖興里,內湖區,湖興里,8872,3106076,8169,9,8710,2490831,13051,12,8633,2484103,11888,12
96,Polygon,670330.9559,6301000010,臺北市內湖區湖濱里,內湖區,湖濱里,8717,4571248,20503,7,8672,3910802,28223,8,8607,4031594,29187,11
114,Polygon,219117.4451,6301000011,臺北市內湖區紫星里,內湖區,紫星里,8271,3126860,3021081,"2,870",8247,2538043,2937188,"2,867",8033,2579993,3351902,"2,866"
119,Polygon,408299.3207,6301000019,臺北市內湖區紫陽里,內湖區,紫陽里,8401,3734646,26855,7,8240,3185346,26314,10,8178,3117405,24073,12
121,Polygon,365946.5069,6301000016,臺北市內湖區紫雲里,內湖區,紫雲里,6138,2119923,2087799,"2,062",6043,1769350,2011978,"2,064",5851,1748131,2233119,"2,056"
170,Polygon,545550.6283,6301000026,臺北市內湖區週美里,內湖區,週美里,8483,5086235,8332,7,8821,4937504,11242,11,9005,4811092,21815,15
129,Polygon,133650.6167,6301000021,臺北市內湖區瑞光里,內湖區,瑞光里,4803,1811752,1476,1,4711,1443065,874,1,4624,1425463,9156,6
123,Polygon,193549.6826,6301000020,臺北市內湖區瑞陽里,內湖區,瑞陽里,7998,3416972,559,1,7864,2776714,7605,4,7673,2855657,,"2,246"
137,Polygon,268343.6783,6301000018,臺北市內湖區葫洲里,內湖區,葫洲里,7908,3946462,2532291,"2,257",7939,3570438,2490066,"2,242",7863,3252130,2763783,"2,507"
54,Polygon,3719649.026,6301000015,臺北市內湖區碧山里,內湖區,碧山里,7356,2835913,2135483,"2,516",7354,2332114,1985845,"2,512",7204,2308204,2180201,"2,601"
135,Polygon,185482.5281,6301000024,臺北市內湖區樂康里,內湖區,樂康里,9093,2810089,2432652,"2,626",8911,2193998,2355654,"2,602",8749,2213256,2595435,13
102,Polygon,168950.9737,6301000038,臺北市內湖區麗山里,內湖區,麗山里,6396,2829616,20875,10,6362,2354232,25468,13,6268,2452258,23020,"3,632"
127,Polygon,1088175.292,6301000039,臺北市內湖區寶湖里,內湖區,寶湖里,9139,7537387,4855530,"3,625",9439,7513919,4693429,"3,616",9655,7502211,5310454,323
160,Polygon,771534.0642,6301000037,臺北市內湖區蘆洲里,內湖區,蘆洲里,1420,308161,383412,329,1416,218278,378108,329,1397,216357,390210,8
439,Polygon,560834.4737,6300800027,臺北市文山區木柵里,文山區,木柵里,9209,4713282,12394,6,9108,4210655,21614,10,9078,4276861,17108,8
445,Polygon,318182.6494,6300800028,臺北市文山區木新里,文山區,木新里,10513,3084266,15751,6,10380,2467542,21340,7,10209,2494242,19164,2
454,Polygon,3791315.615,6300800037,臺北市文山區老泉里,文山區,老泉里,971,145473,598,2,948,104727,1201,2,921,94418,1251,8
447,Polygon,144222.0581,6300800038,臺北市文山區忠順里,文山區,忠順里,4153,1984322,7003,5,4125,1781075,14477,6,4176,1878435,15433,4
444,Polygon,218475.7071,6300800025,臺北市文山區明義里,文山區,明義里,4399,1015557,10376,2,4694,874007,15149,4,4657,919740,14716,6
441,Polygon,206995.71,6300800026,臺北市文山區明興里,文山區,明興里,7069,2681249,2494,1,7038,2099319,7864,3,6848,2052336,9279,7
449,Polygon,6524937.503,6300800036,臺北市文山區指南里,文山區,指南里,4105,1584447,11335,7,4119,1253201,12414,7,4109,1300511,10466,17
436,Polygon,2765554.748,6300800040,臺北市文山區政大里,文山區,政大里,8073,4667440,15572,8,8108,4198188,30286,13,8078,4134397,35909,10
412,Polygon,4193077.064,6300800034,臺北市文山區博嘉里,文山區,博嘉里,6129,2766207,8223,5,6133,2034518,12381,8,6097,2312161,12290,"1,592"
432,Polygon,256806.8587,6300800005,臺北市文山區景仁里,文山區,景仁里,5377,2404419,1596008,"1,596",5704,2146067,1508307,"1,595",5773,2271261,1694574,"2,793"
443,Polygon,172876.6207,6300800001,臺北市文山區景行里,文山區,景行里,8052,3014175,2596281,"2,824",8028,2562303,2428233,"2,821",8236,2664309,2640961,"2,512"
438,Polygon,266355.5177,6300800002,臺北市文山區景東里,文山區,景東里,7739,2737128,2129333,"2,518",7658,2252452,2083311,"2,515",7512,2206626,2247977,"1,766"
440,Polygon,210692.4986,6300800003,臺北市文山區景美里,文山區,景美里,5447,2245397,1799552,"1,766",5450,1860340,1723822,"1,767",5375,1820278,1911917,"1,949"
434,Polygon,177516.48,6300800006,臺北市文山區景華里,文山區,景華里,6174,2318317,1914880,"1,957",6121,1910283,1847007,"1,953",6007,1846029,2077352,"2,099"
435,Polygon,384414.9399,6300800004,臺北市文山區景慶里,文山區,景慶里,6999,2281673,2012301,"2,096",6900,1859247,1942383,"2,094",6739,1862118,2139295,12
442,Polygon,624124.5974,6300800024,臺北市文山區華興里,文山區,華興里,9383,4280191,14769,5,9382,4160625,22105,7,9217,3631927,30258,5
450,Polygon,150653.113,6300800029,臺北市文山區順興里,文山區,順興里,7953,2572395,6899,3,7812,2102173,7529,3,7669,2010571,14289,"2,260"
416,Polygon,335756.6521,6300800010,臺北市文山區萬年里,文山區,萬年里,5543,2605556,2078531,"2,267",5433,2505512,1959628,"2,262",5355,2401197,2252465,"1,814"
428,Polygon,162668.349,6300800007,臺北市文山區萬有里,文山區,萬有里,5889,2498517,1789415,"1,822",5898,2121458,1753143,"1,822",5748,2077370,1966075,"1,268"
420,Polygon,336189.8705,6300800011,臺北市文山區萬和里,文山區,萬和里,3439,1414242,1168492,"1,278",3390,1367707,1119410,"1,269",3383,1342340,1300728,6
425,Polygon,373742.2136,6300800033,臺北市文山區萬芳里,文山區,萬芳里,8245,3122822,17971,3,8141,2465708,24473,4,8008,2512057,24811,16
419,Polygon,728705.2619,6300800039,臺北市文山區萬美里,文山區,萬美里,7625,3472684,37013,12,7526,2985791,42295,15,7434,3020039,41450,"1,963"
418,Polygon,351647.0518,6300800012,臺北市文山區萬盛里,文山區,萬盛里,4816,1988603,1849269,"1,966",4797,1621953,1811965,"1,967",4728,1554100,1965577,"1,719"
423,Polygon,103981.6774,6300800008,臺北市文山區萬祥里,文山區,萬祥里,4725,1685499,1657352,"1,722",4763,1395361,1617137,"1,719",4687,1380172,1835030,"2,558"
426,Polygon,123867.877,6300800009,臺北市文山區萬隆里,文山區,萬隆里,7628,3038364,2266021,"2,564",7541,2531329,2193667,"2,565",7482,2545292,2534069,10
422,Polygon,2952868.207,6300800035,臺北市文山區萬興里,文山區,萬興里,8877,4098419,14846,7,8872,3586749,12930,7,8772,3524435,20090,4
446,Polygon,426872.1089,6300800023,臺北市文山區試院里,文山區,試院里,7186,3153236,4397,6,7094,2727208,3950,5,6945,2732728,2450,2
452,Polygon,204254.0354,6300800041,臺北市文山區樟文里,文山區,樟文里,6450,2190059,3202,2,6351,1765038,4271,2,6337,1815670,3798,2
448,Polygon,238085.5367,6300800030,臺北市文山區樟林里,文山區,樟林里,8831,3261423,4340,3,8627,2582719,4553,3,8454,2491481,2904,7
455,Polygon,191317.4285,6300800031,臺北市文山區樟新里,文山區,樟新里,5893,2656586,3398,4,5832,2216443,6973,5,5712,2149937,12736,3
453,Polygon,178898.4491,6300800032,臺北市文山區樟腳里,文山區,樟腳里,6007,2578859,NA,NA,5936,2370699,NA,NA,5778,2195361,1187,6
451,Polygon,75837.13979,6300800043,臺北市文山區樟樹里,文山區,樟樹里,5184,1623100,12242,6,5081,1276236,15697,7,4936,1297422,10407,872
427,Polygon,359304.5622,6300800014,臺北市文山區興光里,文山區,興光里,3480,1484179,870059,877,3446,1205982,836782,876,3419,1395482,918074,"2,450"
430,Polygon,233582.6778,6300800018,臺北市文山區興安里,文山區,興安里,6959,3225800,2399012,"2,454",6976,2757293,2253534,"2,448",6970,2721358,2452399,"1,847"
421,Polygon,204668.9875,6300800042,臺北市文山區興邦里,文山區,興邦里,5105,2051880,1711997,"1,847",5083,1676501,1656404,"1,847",5048,1698513,1779002,"3,333"
417,Polygon,455999.6409,6300800020,臺北市文山區興旺里,文山區,興旺里,8720,3152867,2850383,"3,338",8647,2534113,2746103,"3,337",8490,2540266,2967289,"2,479"
414,Polygon,573336.3889,6300800022,臺北市文山區興昌里,文山區,興昌里,7003,3295322,2314831,"2,478",6885,2860825,2271414,"2,477",6746,2792919,2486446,3
437,Polygon,159094.2949,6300800015,臺北市文山區興家里,文山區,興家里,7841,2679938,2945,3,7729,2099918,2725,4,7576,2076274,3216,"1,683"
415,Polygon,451986.912,6300800021,臺北市文山區興泰里,文山區,興泰里,4062,1666991,1645276,"1,685",4060,1474282,1597395,"1,684",4069,1418075,1718153,"1,717"
431,Polygon,623233.1173,6300800016,臺北市文山區興得里,文山區,興得里,6106,2084061,1798957,"1,720",6013,1688698,1684287,"1,717",5991,1742598,1888347,"2,021"
429,Polygon,127970.6475,6300800017,臺北市文山區興業里,文山區,興業里,5590,2255470,2007054,"2,024",5604,1898115,1881394,"2,022",5442,1769262,2130670,"1,832"
433,Polygon,115600.1698,6300800019,臺北市文山區興福里,文山區,興福里,6083,2115024,1768190,"1,835",6014,1683242,1641053,"1,830",5917,1693666,1808917,"1,709"
424,Polygon,193605.0991,6300800013,臺北市文山區興豐里,文山區,興豐里,5077,2309652,1817272,"1,708",5009,2002878,1733820,"1,708",5028,1990364,1869555,"2,642"
20,Polygon,2711620.927,6301200037,臺北市北投區一德里,北投區,一德里,7837,2676428,2616545,"2,647",7780,2103791,2333983,"2,647",7676,2113944,2712553,"1,874"
32,Polygon,3889644.717,6301200018,臺北市北投區八仙里,北投區,八仙里,5737,2117106,2131697,"1,882",5716,1714791,2056409,"1,875",5579,1696924,2281858,465
2,Polygon,4348101.546,6301200041,臺北市北投區大屯里,北投區,大屯里,1255,502727,429708,466,1285,426702,431832,467,1291,437513,441017,"2,007"
27,Polygon,640385.0834,6301200024,臺北市北投區大同里,北投區,大同里,6110,2336983,2060219,"2,130",6012,2029271,1951458,"2,119",5746,1845868,2185385,1
12,Polygon,427734.1267,6301200027,臺北市北投區中心里,北投區,中心里,6628,2518114,925,1,6603,2317835,1175,1,6523,2188252,1212,"3,209"
29,Polygon,273248.9979,6301200022,臺北市北投區中央里,北投區,中央里,8974,3222082,3182735,"3,218",8737,2701963,3027251,"3,214",8515,2628088,3467260,"1,396"
11,Polygon,220894.1786,6301200030,臺北市北投區中和里,北投區,中和里,5130,1892301,1377699,"1,398",5078,1470748,1278292,"1,392",5001,1449523,1428593,5
21,Polygon,100568.2237,6301200028,臺北市北投區中庸里,北投區,中庸里,4482,1249739,419,4,4353,991066,2194,11,4243,942586,1851,3
15,Polygon,505716.5744,6301200033,臺北市北投區文化里,北投區,文化里,4548,1648180,9634,2,4432,1292421,8511,2,4315,1276383,6694,"1,628"
64,Polygon,111713.4831,6301200002,臺北市北投區文林里,北投區,文林里,4393,1831055,1890208,"1,632",4377,1574326,1756803,"1,630",4390,1676192,2046679,"3,751"
17,Polygon,1669844.398,6301200009,臺北市北投區永和里,北投區,永和里,9624,5096972,4172277,"3,756",9534,4472544,4094457,"3,755",9464,4303709,4601788,"1,643"
41,Polygon,113637.5354,6301200011,臺北市北投區永明里,北投區,永明里,5352,2035358,1830069,"1,646",5323,1813448,1772512,"1,645",5266,1734909,1909123,"3,465"
31,Polygon,723840.6304,6301200010,臺北市北投區永欣里,北投區,永欣里,8408,6281308,3440187,"3,472",8475,5741041,3287204,"3,467",8500,6055132,3739003,"1,974"
63,Polygon,110137.4218,6301200003,臺北市北投區石牌里,北投區,石牌里,5462,1962609,2178805,"1,977",5413,1565579,2015138,"1,973",5272,1600740,2321308,"2,975"
38,Polygon,319752.0581,6301200017,臺北市北投區立農里,北投區,立農里,9651,3214971,2939962,"2,979",9645,2685976,2897912,"2,975",9612,2784970,3254568,"1,665"
46,Polygon,423189.7654,6301200016,臺北市北投區立賢里,北投區,立賢里,5900,1929829,1992591,"1,669",5878,1552351,1881249,"1,668",5839,1594684,2065474,"2,042"
43,Polygon,175258.5264,6301200013,臺北市北投區吉利里,北投區,吉利里,7622,2563204,2014168,"2,044",7583,2149713,1937248,"2,042",7474,2061881,2117461,"1,546"
56,Polygon,370262.3356,6301200014,臺北市北投區吉慶里,北投區,吉慶里,5661,1975853,1731554,"1,573",5508,1666240,1638932,"1,548",5483,1648946,1808202,"1,057"
6,Polygon,1210071.195,6301200032,臺北市北投區秀山里,北投區,秀山里,3402,852074,1031979,"1,056",3338,621382,977003,"1,055",3283,625923,1107390,10
26,Polygon,1710284.05,6301200020,臺北市北投區奇岩里,北投區,奇岩里,10400,4855160,16232,7,10644,4507863,27152,9,10921,4689032,31978,"1,393"
34,Polygon,631887.6976,6301200012,臺北市北投區東華里,北投區,東華里,4740,1657910,1507986,"1,396",4705,1367632,1486643,"1,394",4683,1451949,1646224,4
16,Polygon,1488503.378,6301200026,臺北市北投區林泉里,北投區,林泉里,3184,1593202,3398,3,3095,1081071,2681,2,3067,918249,3214,3
24,Polygon,203258.1798,6301200023,臺北市北投區長安里,北投區,長安里,6551,2204706,NA,NA,6430,1815723,NA,NA,6348,1824193,3310,"1,322"
66,Polygon,1110550.555,6301200001,臺北市北投區建民里,北投區,建民里,4342,1787067,1510576,"1,335",4420,1588969,1430994,"1,322",4354,1674255,1639633,14
4,Polygon,5026571.628,6301200039,臺北市北投區泉源里,北投區,泉源里,2442,664931,13934,14,2441,573424,11089,14,2416,506820,19128,1
59,Polygon,1741697.896,6301200019,臺北市北投區洲美里,北投區,洲美里,2037,511940,19575,35,2221,452601,887,1,2429,443108,1009,"2,666"
42,Polygon,279137.3706,6301200008,臺北市北投區振華里,北投區,振華里,7972,3166187,3115255,"2,678",7927,2580184,3010513,"2,676",7795,2541501,3357531,"2,232"
13,Polygon,1176094.532,6301200036,臺北市北投區桃源里,北投區,桃源里,6275,2059859,1963231,"2,235",6162,1587471,1865241,"2,236",6048,1605706,2161883,"2,930"
30,Polygon,224746.4859,6301200021,臺北市北投區清江里,北投區,清江里,9644,2697612,2870427,"2,946",9549,2113675,2799108,"2,940",9524,2203932,3164193,"1,340"
45,Polygon,76641.76266,6301200015,臺北市北投區尊賢里,北投區,尊賢里,5109,1588767,1483529,"1,347",5092,1302188,1414700,"1,343",5051,1345912,1541696,3
14,Polygon,106515.5376,6301200031,臺北市北投區智仁里,北投區,智仁里,6399,1755641,5255,2,6345,1352107,4939,2,6269,1382149,6736,1
5,Polygon,3751806.26,6301200040,臺北市北投區湖山里,北投區,湖山里,1696,659375,NA,NA,1652,576599,NA,NA,1630,550884,1441,118
0,Polygon,16326540.4,6301200042,臺北市北投區湖田里,北投區,湖田里,993,281143,NA,NA,969,229508,NA,NA,937,212315,NA,NA
10,Polygon,406544.2978,6301200029,臺北市北投區開明里,北投區,開明里,6811,2609553,128059,116,6732,2257215,125593,117,6742,2158021,140152,2
25,Polygon,248232.6879,6301200025,臺北市北投區溫泉里,北投區,溫泉里,6914,2353761,14240,2,6826,1991796,2679,2,6681,1921486,2186,"2,840"
52,Polygon,177269.5141,6301200007,臺北市北投區裕民里,北投區,裕民里,8060,3712093,3202885,"2,844",7956,3307013,3168738,"2,841",7900,3248797,3655754,"2,284"
55,Polygon,145803.4042,6301200005,臺北市北投區榮光里,北投區,榮光里,8093,2502501,2462601,"2,312",8075,1996737,2308594,"2,309",8039,1976589,2596199,"3,159"
40,Polygon,382711.06,6301200006,臺北市北投區榮華里,北投區,榮華里,7762,4404813,3604738,"3,171",7659,4388272,3530606,"3,170",7581,4020018,4089523,"2,232"
57,Polygon,345501.3047,6301200004,臺北市北投區福興里,北投區,福興里,7632,2626172,2383316,"2,261",7492,2212115,2260368,"2,236",7463,2192908,2602466,"1,886"
9,Polygon,1081567.508,6301200035,臺北市北投區稻香里,北投區,稻香里,5678,1629015,1703718,"1,930",5571,1279988,1586256,"1,888",5475,1298588,1799862,"1,382"
22,Polygon,756511.1577,6301200034,臺北市北投區豐年里,北投區,豐年里,4796,1261909,1309752,"1,383",4765,981619,1196361,"1,384",4658,995362,1343368,"3,932"
36,Polygon,1639820.32,6301200038,臺北市北投區關渡里,北投區,關渡里,11880,3937444,3881989,"3,965",11853,3190932,3690132,"3,947",11694,3246368,4186275,"1,128"
168,Polygon,134542.2858,6300100004,臺北市松山區三民里,松山區,三民里,7075,3559026,1240370,"1,131",7018,3066884,1135166,"1,131",6933,2944426,1325043,"1,146"
213,Polygon,355211.7903,6300100026,臺北市松山區中正里,松山區,中正里,10575,6661394,1649887,"1,266",10455,7153080,1434994,"1,155",10333,6346620,1598834,"1,501"
250,Polygon,88871.86538,6300100027,臺北市松山區中崙里,松山區,中崙里,4467,2191766,1618457,"1,495",4427,1782422,1562779,"1,504",4413,1908508,1684482,"1,090"
206,Polygon,197612.9806,6300100015,臺北市松山區中華里,松山區,中華里,6703,6236022,1434587,"1,107",6774,8166925,1411914,"1,105",6749,6577126,1552714,"1,351"
187,Polygon,141203.7772,6300100009,臺北市松山區介壽里,松山區,介壽里,4805,2482399,1597456,"1,357",4752,2096770,1454294,"1,352",4672,2046183,1627421,13
176,Polygon,272152.2861,6300100016,臺北市松山區民有里,松山區,民有里,9044,6176765,54208,10,8934,5559243,54817,10,8802,5354547,53462,6
155,Polygon,210634.3817,6300100017,臺北市松山區民福里,松山區,民福里,6487,2600531,12831,6,6424,2210642,11193,7,6198,2209825,9837,12
248,Polygon,61254.3354,6300100029,臺北市松山區吉仁里,松山區,吉仁里,4171,1911608,19246,10,4228,1710284,23491,11,4163,1733586,23002,"3,191"
229,Polygon,216773.6314,6300100022,臺北市松山區吉祥里,松山區,吉祥里,8659,4319355,3720847,"3,194",8449,3595760,3640971,"3,192",8253,3575722,3985806,"3,523"
214,Polygon,210204.747,6300100019,臺北市松山區安平里,松山區,安平里,8600,3084246,3774526,"3,539",8543,2635541,3648661,"3,531",8404,2562196,4113276,"2,821"
202,Polygon,156106.0818,6300100021,臺北市松山區自強里,松山區,自強里,10242,4605751,3523249,"3,016",10120,3945683,3373348,"3,016",9496,3843099,3482250,"2,661"
215,Polygon,187401.9259,6300100011,臺北市松山區東光里,松山區,東光里,7247,3678666,NA,NA,7128,3226798,NA,NA,6993,2995346,3411754,1
188,Polygon,52517.24622,6300100013,臺北市松山區東昌里,松山區,東光里,2916,7413413,3185154,"2,684",2874,5618978,3004759,"2,674",2861,3848361,1847,"1,547"
218,Polygon,90273.12686,6300100014,臺北市松山區東勢里,松山區,東勢里,4548,3177275,1862740,"1,563",4512,2167708,1824038,"1,552",4441,2381151,2007751,14
173,Polygon,259347.1897,6300100003,臺北市松山區東榮里,松山區,東榮里,8353,5332899,15549,9,8277,4781327,21015,10,8126,4699275,29844,"1,468"
198,Polygon,173223.9417,6300100035,臺北市松山區松基里,松山區,松基里,3691,3459900,2049283,"1,494",3704,3623877,1902629,"1,474",3669,2733042,2088833,"1,057"
227,Polygon,220380.1817,6300100028,臺北市松山區美仁里,松山區,美仁里,3730,1832648,1319732,"1,059",3745,1625792,1307177,"1,057",3760,1566381,1451533,941
130,Polygon,1281563.375,6300100002,臺北市松山區莊敬里,松山區,莊敬里,5475,1746409,1001036,936,5458,1401634,991562,939,5384,1361477,1114330,"1,979"
186,Polygon,57078.19748,6300100008,臺北市松山區富泰里,松山區,富泰里,4785,2267625,1754338,"1,984",4700,1872636,1616627,"1,983",4680,1846062,1868882,4
167,Polygon,99812.58856,6300100006,臺北市松山區富錦里,松山區,富錦里,5338,2672913,6757,5,5330,2431746,8381,3,5276,2445307,8255,4
246,Polygon,91190.58768,6300100032,臺北市松山區復建里,松山區,復建里,4775,2186220,2177,4,4771,1978764,1934,4,4751,1996607,3335,"2,277"
243,Polygon,148934.262,6300100025,臺北市松山區復盛里,松山區,復盛里,6604,2599065,2495414,"2,280",6428,2163754,2418057,"2,276",6288,2063085,2779999,"2,335"
228,Polygon,130248.7299,6300100033,臺北市松山區復勢里,松山區,復勢里,6619,3091617,2716777,"2,343",6569,2869327,2685372,"2,341",6509,2698479,2946020,2
249,Polygon,54333.04623,6300100031,臺北市松山區復源里,松山區,復源里,3415,1582604,2748,1,3419,1487407,5017,2,3411,1528649,5490,11
247,Polygon,136157.2005,6300100030,臺北市松山區敦化里,松山區,敦化里,7354,3946786,15821,8,7303,3400986,15936,9,7233,3479761,24206,"3,153"
220,Polygon,299349.0435,6300100018,臺北市松山區慈祐里,松山區,慈祐里,8133,2393918,3227473,"3,191",8085,2014828,2985035,"3,171",8069,1978219,3235562,"1,532"
164,Polygon,351941.3805,6300100007,臺北市松山區新東里,松山區,新東里,5138,2119040,1606882,"1,532",5118,1698310,1504143,"1,534",5049,1732442,1750288,"1,177"
165,Polygon,115129.4249,6300100005,臺北市松山區新益里,松山區,新益里,4697,1833028,1305195,"1,177",4649,1503442,1282074,"1,178",4620,1514178,1427504,"3,176"
231,Polygon,147623.4425,6300100024,臺北市松山區新聚里,松山區,新聚里,8266,3448491,3729857,"3,192",8120,3019684,3476403,"3,185",7944,2846285,3866980,817
251,Polygon,73986.44604,6300100034,臺北市松山區福成里,松山區,福成里,2768,2083613,1136649,822,2742,1603687,1083933,819,2678,1752291,1160620,5
141,Polygon,2308576.658,6300100010,臺北市松山區精忠里,松山區,精忠里,4639,3859208,5716,5,4680,3841187,5677,4,4601,3319732,8240,"2,352"
205,Polygon,227394.4371,6300100012,臺北市松山區龍田里,松山區,龍田里,11192,5853077,2611848,"2,359",11247,5106926,2530539,"2,358",11186,5014625,2849350,"1,765"
200,Polygon,129637.0951,6300100020,臺北市松山區鵬程里,松山區,鵬程里,5607,2281296,2033977,"1,815",5477,1957311,1925106,"1,768",5458,1975239,2093520,"3,385"
339,Polygon,294420.911,6300200030,臺北市信義區三張里,信義區,三張里,9194,4445529,4191419,"3,389",9032,4019577,4064888,"3,383",8919,3971858,4490296,"2,110"
328,Polygon,559313.5844,6300200031,臺北市信義區三犁里,信義區,三犁里,5367,4242517,2824633,"2,117",5372,4068751,2759438,"2,116",5277,3394385,2969159,4
296,Polygon,132619.7684,6300200027,臺北市信義區大仁里,信義區,大仁里,4123,1177399,6780,2,4090,940562,6582,3,3991,896743,8042,6
273,Polygon,117846.0706,6300200026,臺北市信義區大道里,信義區,大道里,6220,2345979,14436,5,6179,1960280,18067,6,6079,1909860,13811,5
285,Polygon,586218.9607,6300200025,臺北市信義區中行里,信義區,中行里,8234,2473249,8843,4,8072,1959131,8520,4,7862,1908937,9051,4
295,Polygon,407157.3934,6300200024,臺北市信義區中坡里,信義區,中坡里,4554,1677842,90320,4,4484,1301734,83718,4,4409,1246329,71134,923
324,Polygon,82527.15627,6300200004,臺北市信義區中興里,信義區,中興里,3592,1750007,1023315,929,3587,1545816,977646,925,3454,1513999,1033960,13
259,Polygon,81502.91639,6300200013,臺北市信義區五全里,信義區,五全里,5097,1897942,14714,21,4939,1565214,17442,11,4792,1515156,16630,"1,347"
244,Polygon,82431.48648,6300200012,臺北市信義區五常里,信義區,五常里,3802,1352083,1497503,"1,362",3716,1153511,1382074,"1,347",3637,1173977,1517512,"2,749"
375,Polygon,1280260.344,6300200032,臺北市信義區六合里,信義區,六合里,6908,4062319,2946581,"2,752",6839,3644810,2865612,"2,751",6719,3414426,3092427,7
258,Polygon,59326.91073,6300200010,臺北市信義區六藝里,信義區,六藝里,3899,1191396,7163,5,3867,940074,10077,6,3775,949461,11777,"1,917"
236,Polygon,164703.766,6300200016,臺北市信義區四育里,信義區,四育里,5734,1922654,2098955,"1,925",5615,1536898,2026281,"1,923",5507,1533131,2260480,3
